States,Years,Quarter,District,RegisteredUsers,AppOpens,lat,lon
tamil-nadu,2018,3,dharmapuri district,67318,0,10.9094334,78.3665347
tamil-nadu,2018,3,thoothukkudi district,50858,0,10.9094334,78.3665347
tamil-nadu,2018,3,thanjavur district,70116,0,10.9094334,78.3665347
tamil-nadu,2018,3,madurai district,138064,0,10.9094334,78.3665347
tamil-nadu,2018,3,tiruvannamalai district,77186,0,10.9094334,78.3665347
tamil-nadu,2018,3,salem district,164489,0,10.9094334,78.3665347
tamil-nadu,2018,3,nagapattinam district,32391,0,10.9094334,78.3665347
tamil-nadu,2018,3,tirupathur district,47975,0,10.9094334,78.3665347
tamil-nadu,2018,3,ariyalur district,19441,0,10.9094334,78.3665347
tamil-nadu,2018,3,chennai district,511138,0,10.9094334,78.3665347
tamil-nadu,2018,3,the nilgiris district,25275,0,10.9094334,78.3665347
tamil-nadu,2018,3,erode district,101492,0,10.9094334,78.3665347
tamil-nadu,2018,3,karur district,36648,0,10.9094334,78.3665347
tamil-nadu,2018,3,kallakkurichi district,42462,0,10.9094334,78.3665347
tamil-nadu,2018,3,viluppuram district,59484,0,10.9094334,78.3665347
tamil-nadu,2018,3,pudukkottai district,33467,0,10.9094334,78.3665347
tamil-nadu,2018,3,perambalur district,16465,0,10.9094334,78.3665347
tamil-nadu,2018,3,coimbatore district,318461,0,10.9094334,78.3665347
tamil-nadu,2018,3,virudhunagar district,53656,0,10.9094334,78.3665347
tamil-nadu,2018,3,dindigul district,68304,0,10.9094334,78.3665347
tamil-nadu,2018,3,sivaganga district,34866,0,10.9094334,78.3665347
tamil-nadu,2018,3,tenkasi district,30847,0,10.9094334,78.3665347
tamil-nadu,2018,3,chengalpattu district,368413,0,10.9094334,78.3665347
tamil-nadu,2018,3,kanniyakumari district,54637,0,10.9094334,78.3665347
tamil-nadu,2018,3,tirunelveli district,54056,0,10.9094334,78.3665347
tamil-nadu,2018,3,thiruvallur district,381620,0,10.9094334,78.3665347
tamil-nadu,2018,3,theni district,36969,0,10.9094334,78.3665347
tamil-nadu,2018,3,ranipet district,55677,0,10.9094334,78.3665347
tamil-nadu,2018,3,namakkal district,72500,0,10.9094334,78.3665347
tamil-nadu,2018,3,vellore district,77325,0,10.9094334,78.3665347
tamil-nadu,2018,3,thiruvarur district,23350,0,10.9094334,78.3665347
tamil-nadu,2018,4,tiruchirappalli district,160006,0,10.9094334,78.3665347
tamil-nadu,2018,4,ramanathapuram district,40421,0,10.9094334,78.3665347
tamil-nadu,2018,4,krishnagiri district,172743,0,10.9094334,78.3665347
tamil-nadu,2018,4,cuddalore district,114395,0,10.9094334,78.3665347
tamil-nadu,2018,4,kancheepuram district,318007,0,10.9094334,78.3665347
tamil-nadu,2018,4,tiruppur district,227253,0,10.9094334,78.3665347
tamil-nadu,2018,4,dharmapuri district,91253,0,10.9094334,78.3665347
tamil-nadu,2018,4,thoothukkudi district,67862,0,10.9094334,78.3665347
tamil-nadu,2018,4,thanjavur district,93638,0,10.9094334,78.3665347
tamil-nadu,2018,4,madurai district,183206,0,10.9094334,78.3665347
tamil-nadu,2018,4,tiruvannamalai district,105024,0,10.9094334,78.3665347
tamil-nadu,2018,4,salem district,215365,0,10.9094334,78.3665347
tamil-nadu,2018,4,nagapattinam district,44023,0,10.9094334,78.3665347
tamil-nadu,2018,4,tirupathur district,65372,0,10.9094334,78.3665347
tamil-nadu,2018,4,ariyalur district,26505,0,10.9094334,78.3665347
tamil-nadu,2018,4,chennai district,689276,0,10.9094334,78.3665347
tamil-nadu,2018,4,the nilgiris district,33617,0,10.9094334,78.3665347
tamil-nadu,2018,4,erode district,132294,0,10.9094334,78.3665347
tamil-nadu,2018,4,karur district,48725,0,10.9094334,78.3665347
tamil-nadu,2018,4,kallakkurichi district,59098,0,10.9094334,78.3665347
tamil-nadu,2018,4,viluppuram district,81637,0,10.9094334,78.3665347
tamil-nadu,2018,4,pudukkottai district,44937,0,10.9094334,78.3665347
tamil-nadu,2018,4,perambalur district,22429,0,10.9094334,78.3665347
tamil-nadu,2018,4,coimbatore district,415090,0,10.9094334,78.3665347
tamil-nadu,2018,4,virudhunagar district,71704,0,10.9094334,78.3665347
tamil-nadu,2018,4,dindigul district,90832,0,10.9094334,78.3665347
tamil-nadu,2018,4,sivaganga district,47194,0,10.9094334,78.3665347
tamil-nadu,2018,4,tenkasi district,41206,0,10.9094334,78.3665347
tamil-nadu,2018,4,chengalpattu district,483785,0,10.9094334,78.3665347
tamil-nadu,2018,4,kanniyakumari district,72179,0,10.9094334,78.3665347
tamil-nadu,2018,4,tirunelveli district,70740,0,10.9094334,78.3665347
tamil-nadu,2018,4,thiruvallur district,514830,0,10.9094334,78.3665347
tamil-nadu,2018,4,theni district,49911,0,10.9094334,78.3665347
tamil-nadu,2018,4,ranipet district,75577,0,10.9094334,78.3665347
tamil-nadu,2018,4,namakkal district,94773,0,10.9094334,78.3665347
tamil-nadu,2018,4,vellore district,103405,0,10.9094334,78.3665347
tamil-nadu,2018,4,thiruvarur district,31566,0,10.9094334,78.3665347
tamil-nadu,2019,1,tiruchirappalli district,193798,0,10.9094334,78.3665347
tamil-nadu,2019,1,ramanathapuram district,49864,0,10.9094334,78.3665347
tamil-nadu,2019,1,krishnagiri district,212859,0,10.9094334,78.3665347
tamil-nadu,2019,1,cuddalore district,138966,0,10.9094334,78.3665347
tamil-nadu,2019,1,kancheepuram district,385091,0,10.9094334,78.3665347
tamil-nadu,2019,1,tiruppur district,273869,0,10.9094334,78.3665347
tamil-nadu,2019,1,dharmapuri district,111273,0,10.9094334,78.3665347
tamil-nadu,2019,1,thoothukkudi district,82778,0,10.9094334,78.3665347
tamil-nadu,2019,1,thanjavur district,113549,0,10.9094334,78.3665347
tamil-nadu,2019,1,madurai district,224783,0,10.9094334,78.3665347
tamil-nadu,2019,1,tiruvannamalai district,129411,0,10.9094334,78.3665347
tamil-nadu,2019,1,salem district,257624,0,10.9094334,78.3665347
tamil-nadu,2019,1,nagapattinam district,54318,0,10.9094334,78.3665347
tamil-nadu,2019,1,tirupathur district,81010,0,10.9094334,78.3665347
tamil-nadu,2019,1,ariyalur district,32852,0,10.9094334,78.3665347
tamil-nadu,2019,1,chennai district,830586,0,10.9094334,78.3665347
tamil-nadu,2019,1,the nilgiris district,41312,0,10.9094334,78.3665347
tamil-nadu,2019,1,erode district,157469,0,10.9094334,78.3665347
tamil-nadu,2019,1,karur district,58673,0,10.9094334,78.3665347
tamil-nadu,2019,1,kallakkurichi district,73253,0,10.9094334,78.3665347
tamil-nadu,2019,1,viluppuram district,100564,0,10.9094334,78.3665347
tamil-nadu,2019,1,pudukkottai district,55252,0,10.9094334,78.3665347
tamil-nadu,2019,1,perambalur district,27434,0,10.9094334,78.3665347
tamil-nadu,2019,1,coimbatore district,495350,0,10.9094334,78.3665347
tamil-nadu,2019,1,virudhunagar district,87060,0,10.9094334,78.3665347
tamil-nadu,2019,1,dindigul district,109937,0,10.9094334,78.3665347
tamil-nadu,2019,1,sivaganga district,57822,0,10.9094334,78.3665347
tamil-nadu,2019,1,tenkasi district,50065,0,10.9094334,78.3665347
tamil-nadu,2019,1,chengalpattu district,578045,0,10.9094334,78.3665347
tamil-nadu,2019,1,kanniyakumari district,87667,0,10.9094334,78.3665347
tamil-nadu,2019,1,tirunelveli district,85506,0,10.9094334,78.3665347
tamil-nadu,2019,1,thiruvallur district,625908,0,10.9094334,78.3665347
tamil-nadu,2019,1,theni district,60522,0,10.9094334,78.3665347
tamil-nadu,2019,1,ranipet district,93392,0,10.9094334,78.3665347
tamil-nadu,2019,1,namakkal district,112549,0,10.9094334,78.3665347
tamil-nadu,2019,1,vellore district,126690,0,10.9094334,78.3665347
tamil-nadu,2019,1,thiruvarur district,39202,0,10.9094334,78.3665347
tamil-nadu,2019,2,tiruchirappalli district,229886,888105,10.9094334,78.3665347
tamil-nadu,2019,2,ramanathapuram district,60663,222299,10.9094334,78.3665347
tamil-nadu,2019,2,krishnagiri district,252986,1223317,10.9094334,78.3665347
tamil-nadu,2019,2,cuddalore district,165183,567420,10.9094334,78.3665347
tamil-nadu,2019,2,kancheepuram district,447527,2383830,10.9094334,78.3665347
tamil-nadu,2019,2,tiruppur district,324350,1411179,10.9094334,78.3665347
tamil-nadu,2019,2,dharmapuri district,131769,588276,10.9094334,78.3665347
tamil-nadu,2019,2,thoothukkudi district,99080,336066,10.9094334,78.3665347
tamil-nadu,2019,2,thanjavur district,136597,477643,10.9094334,78.3665347
tamil-nadu,2019,2,madurai district,268420,1069867,10.9094334,78.3665347
tamil-nadu,2019,2,tiruvannamalai district,154806,594681,10.9094334,78.3665347
tamil-nadu,2019,2,salem district,302033,1121130,10.9094334,78.3665347
tamil-nadu,2019,2,nagapattinam district,65797,235307,10.9094334,78.3665347
tamil-nadu,2019,2,tirupathur district,96362,392426,10.9094334,78.3665347
tamil-nadu,2019,2,ariyalur district,39587,147113,10.9094334,78.3665347
tamil-nadu,2019,2,chennai district,969955,5191213,10.9094334,78.3665347
tamil-nadu,2019,2,the nilgiris district,50589,237651,10.9094334,78.3665347
tamil-nadu,2019,2,erode district,185565,634853,10.9094334,78.3665347
tamil-nadu,2019,2,karur district,69047,236338,10.9094334,78.3665347
tamil-nadu,2019,2,kallakkurichi district,88699,312180,10.9094334,78.3665347
tamil-nadu,2019,2,viluppuram district,119969,483368,10.9094334,78.3665347
tamil-nadu,2019,2,pudukkottai district,66892,245413,10.9094334,78.3665347
tamil-nadu,2019,2,perambalur district,32787,111749,10.9094334,78.3665347
tamil-nadu,2019,2,coimbatore district,584160,2460549,10.9094334,78.3665347
tamil-nadu,2019,2,virudhunagar district,104054,348430,10.9094334,78.3665347
tamil-nadu,2019,2,dindigul district,131833,509924,10.9094334,78.3665347
tamil-nadu,2019,2,sivaganga district,69744,264125,10.9094334,78.3665347
tamil-nadu,2019,2,tenkasi district,59877,196035,10.9094334,78.3665347
tamil-nadu,2019,2,chengalpattu district,667137,4350196,10.9094334,78.3665347
tamil-nadu,2019,2,kanniyakumari district,106688,357168,10.9094334,78.3665347
tamil-nadu,2019,2,tirunelveli district,102281,349486,10.9094334,78.3665347
tamil-nadu,2019,2,thiruvallur district,733978,3676621,10.9094334,78.3665347
tamil-nadu,2019,2,theni district,71870,254448,10.9094334,78.3665347
tamil-nadu,2019,2,ranipet district,109648,471102,10.9094334,78.3665347
tamil-nadu,2019,2,namakkal district,131560,435958,10.9094334,78.3665347
tamil-nadu,2019,2,vellore district,150242,706719,10.9094334,78.3665347
tamil-nadu,2019,2,thiruvarur district,47988,166776,10.9094334,78.3665347
tamil-nadu,2019,3,tiruchirappalli district,261919,3188576,10.9094334,78.3665347
tamil-nadu,2019,3,ramanathapuram district,68938,742215,10.9094334,78.3665347
tamil-nadu,2019,3,krishnagiri district,290478,4362654,10.9094334,78.3665347
tamil-nadu,2019,3,cuddalore district,187772,1968965,10.9094334,78.3665347
tamil-nadu,2019,3,kancheepuram district,503192,9099325,10.9094334,78.3665347
tamil-nadu,2019,3,tiruppur district,371296,5086753,10.9094334,78.3665347
tamil-nadu,2019,3,dharmapuri district,149491,1988881,10.9094334,78.3665347
tamil-nadu,2019,3,thoothukkudi district,112797,1169932,10.9094334,78.3665347
tamil-nadu,2019,3,thanjavur district,156723,1899755,10.9094334,78.3665347
tamil-nadu,2019,3,madurai district,305793,3683037,10.9094334,78.3665347
tamil-nadu,2019,3,tiruvannamalai district,174910,2027981,10.9094334,78.3665347
tamil-nadu,2019,3,salem district,342259,3940685,10.9094334,78.3665347
tamil-nadu,2019,3,nagapattinam district,75279,792031,10.9094334,78.3665347
tamil-nadu,2019,3,tirupathur district,110825,1372746,10.9094334,78.3665347
tamil-nadu,2019,3,ariyalur district,44894,492736,10.9094334,78.3665347
tamil-nadu,2019,3,chennai district,1090190,18954685,10.9094334,78.3665347
tamil-nadu,2019,3,the nilgiris district,59223,743196,10.9094334,78.3665347
tamil-nadu,2019,3,erode district,210555,2276841,10.9094334,78.3665347
tamil-nadu,2019,3,karur district,78089,822025,10.9094334,78.3665347
tamil-nadu,2019,3,kallakkurichi district,101377,1058365,10.9094334,78.3665347
tamil-nadu,2019,3,viluppuram district,135787,1636429,10.9094334,78.3665347
tamil-nadu,2019,3,pudukkottai district,76291,853544,10.9094334,78.3665347
tamil-nadu,2019,3,perambalur district,37320,386355,10.9094334,78.3665347
tamil-nadu,2019,3,coimbatore district,669547,9707815,10.9094334,78.3665347
tamil-nadu,2019,3,virudhunagar district,118223,1273205,10.9094334,78.3665347
tamil-nadu,2019,3,dindigul district,151511,1791979,10.9094334,78.3665347
tamil-nadu,2019,3,sivaganga district,79695,896599,10.9094334,78.3665347
tamil-nadu,2019,3,tenkasi district,68561,651705,10.9094334,78.3665347
tamil-nadu,2019,3,chengalpattu district,744424,18193512,10.9094334,78.3665347
tamil-nadu,2019,3,kanniyakumari district,125378,1266941,10.9094334,78.3665347
tamil-nadu,2019,3,tirunelveli district,117255,1175307,10.9094334,78.3665347
tamil-nadu,2019,3,thiruvallur district,828137,13735986,10.9094334,78.3665347
tamil-nadu,2019,3,theni district,82211,845240,10.9094334,78.3665347
tamil-nadu,2019,3,ranipet district,123211,1585562,10.9094334,78.3665347
tamil-nadu,2019,3,namakkal district,148504,1602205,10.9094334,78.3665347
tamil-nadu,2019,3,vellore district,171770,2853368,10.9094334,78.3665347
tamil-nadu,2019,3,thiruvarur district,55010,563206,10.9094334,78.3665347
tamil-nadu,2019,4,tiruchirappalli district,299366,4026588,10.9094334,78.3665347
tamil-nadu,2019,4,ramanathapuram district,80027,961831,10.9094334,78.3665347
tamil-nadu,2019,4,krishnagiri district,335178,5693842,10.9094334,78.3665347
tamil-nadu,2019,4,cuddalore district,216583,2459744,10.9094334,78.3665347
tamil-nadu,2019,4,kancheepuram district,564806,11050988,10.9094334,78.3665347
tamil-nadu,2019,4,tiruppur district,427694,6111411,10.9094334,78.3665347
tamil-nadu,2019,4,dharmapuri district,171677,2525020,10.9094334,78.3665347
tamil-nadu,2019,4,thoothukkudi district,131336,1491277,10.9094334,78.3665347
tamil-nadu,2019,4,thanjavur district,181672,2336862,10.9094334,78.3665347
tamil-nadu,2019,4,madurai district,351234,4634811,10.9094334,78.3665347
tamil-nadu,2019,4,tiruvannamalai district,202112,2639455,10.9094334,78.3665347
tamil-nadu,2019,4,salem district,390301,4975680,10.9094334,78.3665347
tamil-nadu,2019,4,nagapattinam district,87998,989769,10.9094334,78.3665347
tamil-nadu,2019,4,tirupathur district,129026,1825987,10.9094334,78.3665347
tamil-nadu,2019,4,ariyalur district,52294,617517,10.9094334,78.3665347
tamil-nadu,2019,4,chennai district,1216610,22828193,10.9094334,78.3665347
tamil-nadu,2019,4,the nilgiris district,69335,970095,10.9094334,78.3665347
tamil-nadu,2019,4,erode district,242324,2893474,10.9094334,78.3665347
tamil-nadu,2019,4,karur district,89726,1036381,10.9094334,78.3665347
tamil-nadu,2019,4,kallakkurichi district,118948,1382861,10.9094334,78.3665347
tamil-nadu,2019,4,viluppuram district,157860,2142547,10.9094334,78.3665347
tamil-nadu,2019,4,pudukkottai district,89251,1061296,10.9094334,78.3665347
tamil-nadu,2019,4,perambalur district,43804,494635,10.9094334,78.3665347
tamil-nadu,2019,4,coimbatore district,767480,12267898,10.9094334,78.3665347
tamil-nadu,2019,4,virudhunagar district,136782,1588707,10.9094334,78.3665347
tamil-nadu,2019,4,dindigul district,177010,2388757,10.9094334,78.3665347
tamil-nadu,2019,4,sivaganga district,92648,1107528,10.9094334,78.3665347
tamil-nadu,2019,4,tenkasi district,79619,824540,10.9094334,78.3665347
tamil-nadu,2019,4,chengalpattu district,829575,22382821,10.9094334,78.3665347
tamil-nadu,2019,4,kanniyakumari district,147268,1703596,10.9094334,78.3665347
tamil-nadu,2019,4,tirunelveli district,136178,1506103,10.9094334,78.3665347
tamil-nadu,2019,4,thiruvallur district,934744,16550582,10.9094334,78.3665347
tamil-nadu,2019,4,theni district,96179,1142433,10.9094334,78.3665347
tamil-nadu,2019,4,ranipet district,141642,2023415,10.9094334,78.3665347
tamil-nadu,2019,4,namakkal district,169515,1979201,10.9094334,78.3665347
tamil-nadu,2019,4,vellore district,198172,3676316,10.9094334,78.3665347
tamil-nadu,2019,4,thiruvarur district,64519,719556,10.9094334,78.3665347
tamil-nadu,2020,1,tiruchirappalli district,339829,4719933,10.9094334,78.3665347
tamil-nadu,2020,1,ramanathapuram district,93243,1175864,10.9094334,78.3665347
tamil-nadu,2020,1,krishnagiri district,379857,6993104,10.9094334,78.3665347
tamil-nadu,2020,1,cuddalore district,247650,2974425,10.9094334,78.3665347
tamil-nadu,2020,1,kancheepuram district,626872,12333880,10.9094334,78.3665347
tamil-nadu,2020,1,tiruppur district,488697,7062739,10.9094334,78.3665347
tamil-nadu,2020,1,dharmapuri district,194617,3208124,10.9094334,78.3665347
tamil-nadu,2020,1,thoothukkudi district,152572,1838344,10.9094334,78.3665347
tamil-nadu,2020,1,thanjavur district,208798,2797086,10.9094334,78.3665347
tamil-nadu,2020,1,madurai district,402474,5507257,10.9094334,78.3665347
tamil-nadu,2020,1,tiruvannamalai district,230261,3220937,10.9094334,78.3665347
tamil-nadu,2020,1,salem district,442045,5979694,10.9094334,78.3665347
tamil-nadu,2020,1,nagapattinam district,101777,1199502,10.9094334,78.3665347
tamil-nadu,2020,1,tirupathur district,148648,2283628,10.9094334,78.3665347
tamil-nadu,2020,1,ariyalur district,60040,750655,10.9094334,78.3665347
tamil-nadu,2020,1,chennai district,1340762,25098869,10.9094334,78.3665347
tamil-nadu,2020,1,the nilgiris district,80235,1121593,10.9094334,78.3665347
tamil-nadu,2020,1,erode district,279035,3501764,10.9094334,78.3665347
tamil-nadu,2020,1,karur district,102936,1273957,10.9094334,78.3665347
tamil-nadu,2020,1,kallakkurichi district,138096,1826308,10.9094334,78.3665347
tamil-nadu,2020,1,viluppuram district,181301,2691021,10.9094334,78.3665347
tamil-nadu,2020,1,pudukkottai district,103610,1301766,10.9094334,78.3665347
tamil-nadu,2020,1,perambalur district,50493,630038,10.9094334,78.3665347
tamil-nadu,2020,1,coimbatore district,868832,14620009,10.9094334,78.3665347
tamil-nadu,2020,1,virudhunagar district,158388,1996827,10.9094334,78.3665347
tamil-nadu,2020,1,dindigul district,204661,2864002,10.9094334,78.3665347
tamil-nadu,2020,1,sivaganga district,106993,1359734,10.9094334,78.3665347
tamil-nadu,2020,1,tenkasi district,92142,1017754,10.9094334,78.3665347
tamil-nadu,2020,1,chengalpattu district,912587,24586991,10.9094334,78.3665347
tamil-nadu,2020,1,kanniyakumari district,171611,1981360,10.9094334,78.3665347
tamil-nadu,2020,1,tirunelveli district,158258,1860525,10.9094334,78.3665347
tamil-nadu,2020,1,thiruvallur district,1041642,18732482,10.9094334,78.3665347
tamil-nadu,2020,1,theni district,111186,1398101,10.9094334,78.3665347
tamil-nadu,2020,1,ranipet district,160257,2386777,10.9094334,78.3665347
tamil-nadu,2020,1,namakkal district,191510,2352284,10.9094334,78.3665347
tamil-nadu,2020,1,vellore district,225181,4369641,10.9094334,78.3665347
tamil-nadu,2020,1,thiruvarur district,75272,891778,10.9094334,78.3665347
tamil-nadu,2020,2,tiruchirappalli district,383178,4397712,10.9094334,78.3665347
tamil-nadu,2020,2,ramanathapuram district,111008,1538437,10.9094334,78.3665347
tamil-nadu,2020,2,krishnagiri district,424184,6702370,10.9094334,78.3665347
tamil-nadu,2020,2,cuddalore district,283455,3562036,10.9094334,78.3665347
tamil-nadu,2020,2,kancheepuram district,678899,7473570,10.9094334,78.3665347
tamil-nadu,2020,2,tiruppur district,550609,5884781,10.9094334,78.3665347
tamil-nadu,2020,2,dharmapuri district,221016,3874848,10.9094334,78.3665347
tamil-nadu,2020,2,thoothukkudi district,176731,2097792,10.9094334,78.3665347
tamil-nadu,2020,2,thanjavur district,240366,2808288,10.9094334,78.3665347
tamil-nadu,2020,2,madurai district,456527,5318809,10.9094334,78.3665347
tamil-nadu,2020,2,tiruvannamalai district,264353,4180733,10.9094334,78.3665347
tamil-nadu,2020,2,salem district,499360,6083707,10.9094334,78.3665347
tamil-nadu,2020,2,nagapattinam district,119011,1465103,10.9094334,78.3665347
tamil-nadu,2020,2,tirupathur district,170574,2597785,10.9094334,78.3665347
tamil-nadu,2020,2,ariyalur district,70530,1030795,10.9094334,78.3665347
tamil-nadu,2020,2,chennai district,1436722,13039961,10.9094334,78.3665347
tamil-nadu,2020,2,the nilgiris district,93246,1275950,10.9094334,78.3665347
tamil-nadu,2020,2,erode district,317681,3331606,10.9094334,78.3665347
tamil-nadu,2020,2,karur district,118636,1436363,10.9094334,78.3665347
tamil-nadu,2020,2,kallakkurichi district,160550,2486862,10.9094334,78.3665347
tamil-nadu,2020,2,viluppuram district,206170,3122431,10.9094334,78.3665347
tamil-nadu,2020,2,pudukkottai district,122447,1627425,10.9094334,78.3665347
tamil-nadu,2020,2,perambalur district,58963,747910,10.9094334,78.3665347
tamil-nadu,2020,2,coimbatore district,958191,9575606,10.9094334,78.3665347
tamil-nadu,2020,2,virudhunagar district,184693,2347483,10.9094334,78.3665347
tamil-nadu,2020,2,dindigul district,236638,3137832,10.9094334,78.3665347
tamil-nadu,2020,2,sivaganga district,125461,1694826,10.9094334,78.3665347
tamil-nadu,2020,2,tenkasi district,108499,1389035,10.9094334,78.3665347
tamil-nadu,2020,2,chengalpattu district,979769,11430968,10.9094334,78.3665347
tamil-nadu,2020,2,kanniyakumari district,201361,2294160,10.9094334,78.3665347
tamil-nadu,2020,2,tirunelveli district,182743,2083902,10.9094334,78.3665347
tamil-nadu,2020,2,thiruvallur district,1140330,13599646,10.9094334,78.3665347
tamil-nadu,2020,2,theni district,129850,1754220,10.9094334,78.3665347
tamil-nadu,2020,2,ranipet district,180545,2540420,10.9094334,78.3665347
tamil-nadu,2020,2,namakkal district,217014,2357316,10.9094334,78.3665347
tamil-nadu,2020,2,vellore district,252106,3459528,10.9094334,78.3665347
tamil-nadu,2020,2,thiruvarur district,89370,1157231,10.9094334,78.3665347
tamil-nadu,2020,3,tiruchirappalli district,433221,5742354,10.9094334,78.3665347
tamil-nadu,2020,3,ramanathapuram district,127682,1769579,10.9094334,78.3665347
tamil-nadu,2020,3,krishnagiri district,480568,9843357,10.9094334,78.3665347
tamil-nadu,2020,3,cuddalore district,323758,4318946,10.9094334,78.3665347
tamil-nadu,2020,3,kancheepuram district,744437,10979357,10.9094334,78.3665347
tamil-nadu,2020,3,tiruppur district,625391,8853479,10.9094334,78.3665347
tamil-nadu,2020,3,dharmapuri district,250927,4858338,10.9094334,78.3665347
tamil-nadu,2020,3,thoothukkudi district,202127,2568735,10.9094334,78.3665347
tamil-nadu,2020,3,thanjavur district,275156,3451569,10.9094334,78.3665347
tamil-nadu,2020,3,madurai district,516447,6967595,10.9094334,78.3665347
tamil-nadu,2020,3,tiruvannamalai district,299947,4626373,10.9094334,78.3665347
tamil-nadu,2020,3,salem district,564858,8036658,10.9094334,78.3665347
tamil-nadu,2020,3,nagapattinam district,136672,1679819,10.9094334,78.3665347
tamil-nadu,2020,3,tirupathur district,195018,3207917,10.9094334,78.3665347
tamil-nadu,2020,3,ariyalur district,81288,1186221,10.9094334,78.3665347
tamil-nadu,2020,3,chennai district,1566152,19853785,10.9094334,78.3665347
tamil-nadu,2020,3,the nilgiris district,107078,1552763,10.9094334,78.3665347
tamil-nadu,2020,3,erode district,364107,4686901,10.9094334,78.3665347
tamil-nadu,2020,3,karur district,136196,1821465,10.9094334,78.3665347
tamil-nadu,2020,3,kallakkurichi district,186752,3015004,10.9094334,78.3665347
tamil-nadu,2020,3,viluppuram district,233908,3650029,10.9094334,78.3665347
tamil-nadu,2020,3,pudukkottai district,142310,1923958,10.9094334,78.3665347
tamil-nadu,2020,3,perambalur district,68517,960757,10.9094334,78.3665347
tamil-nadu,2020,3,coimbatore district,1073680,14633137,10.9094334,78.3665347
tamil-nadu,2020,3,virudhunagar district,211752,2813373,10.9094334,78.3665347
tamil-nadu,2020,3,dindigul district,271023,3960702,10.9094334,78.3665347
tamil-nadu,2020,3,sivaganga district,145227,2077288,10.9094334,78.3665347
tamil-nadu,2020,3,tenkasi district,125008,1608242,10.9094334,78.3665347
tamil-nadu,2020,3,chengalpattu district,1064263,15465951,10.9094334,78.3665347
tamil-nadu,2020,3,kanniyakumari district,232596,2873401,10.9094334,78.3665347
tamil-nadu,2020,3,tirunelveli district,209034,2600875,10.9094334,78.3665347
tamil-nadu,2020,3,thiruvallur district,1260923,18894716,10.9094334,78.3665347
tamil-nadu,2020,3,theni district,150319,2140066,10.9094334,78.3665347
tamil-nadu,2020,3,ranipet district,203081,3140985,10.9094334,78.3665347
tamil-nadu,2020,3,namakkal district,246708,3170275,10.9094334,78.3665347
tamil-nadu,2020,3,vellore district,283896,4428079,10.9094334,78.3665347
tamil-nadu,2020,3,thiruvarur district,103424,1321235,10.9094334,78.3665347
tamil-nadu,2020,4,tiruchirappalli district,487716,7800392,10.9094334,78.3665347
tamil-nadu,2020,4,ramanathapuram district,145999,2165346,10.9094334,78.3665347
tamil-nadu,2020,4,krishnagiri district,545815,15449925,10.9094334,78.3665347
tamil-nadu,2020,4,cuddalore district,369293,5648690,10.9094334,78.3665347
tamil-nadu,2020,4,kancheepuram district,829207,18203380,10.9094334,78.3665347
tamil-nadu,2020,4,tiruppur district,710489,12955683,10.9094334,78.3665347
tamil-nadu,2020,4,dharmapuri district,282824,6532789,10.9094334,78.3665347
tamil-nadu,2020,4,thoothukkudi district,229630,3340803,10.9094334,78.3665347
tamil-nadu,2020,4,thanjavur district,313862,4559579,10.9094334,78.3665347
tamil-nadu,2020,4,madurai district,582252,9594616,10.9094334,78.3665347
tamil-nadu,2020,4,tiruvannamalai district,339997,6067460,10.9094334,78.3665347
tamil-nadu,2020,4,salem district,638883,11221873,10.9094334,78.3665347
tamil-nadu,2020,4,nagapattinam district,157944,2206727,10.9094334,78.3665347
tamil-nadu,2020,4,tirupathur district,222641,4673945,10.9094334,78.3665347
tamil-nadu,2020,4,ariyalur district,92841,1414528,10.9094334,78.3665347
tamil-nadu,2020,4,chennai district,1731527,34622039,10.9094334,78.3665347
tamil-nadu,2020,4,the nilgiris district,122548,2221229,10.9094334,78.3665347
tamil-nadu,2020,4,erode district,414616,6764324,10.9094334,78.3665347
tamil-nadu,2020,4,karur district,155208,2430114,10.9094334,78.3665347
tamil-nadu,2020,4,kallakkurichi district,212502,3489787,10.9094334,78.3665347
tamil-nadu,2020,4,viluppuram district,265349,4842033,10.9094334,78.3665347
tamil-nadu,2020,4,pudukkottai district,163394,2443995,10.9094334,78.3665347
tamil-nadu,2020,4,perambalur district,78324,1246209,10.9094334,78.3665347
tamil-nadu,2020,4,coimbatore district,1205249,22669786,10.9094334,78.3665347
tamil-nadu,2020,4,virudhunagar district,241382,3709784,10.9094334,78.3665347
tamil-nadu,2020,4,dindigul district,307925,5367168,10.9094334,78.3665347
tamil-nadu,2020,4,sivaganga district,166798,2627172,10.9094334,78.3665347
tamil-nadu,2020,4,tenkasi district,142862,2009081,10.9094334,78.3665347
tamil-nadu,2020,4,chengalpattu district,1170720,25436109,10.9094334,78.3665347
tamil-nadu,2020,4,kanniyakumari district,262708,3675595,10.9094334,78.3665347
tamil-nadu,2020,4,tirunelveli district,237977,3457326,10.9094334,78.3665347
tamil-nadu,2020,4,thiruvallur district,1408348,29646954,10.9094334,78.3665347
tamil-nadu,2020,4,theni district,171990,2779589,10.9094334,78.3665347
tamil-nadu,2020,4,ranipet district,229732,4467031,10.9094334,78.3665347
tamil-nadu,2020,4,namakkal district,280271,4367389,10.9094334,78.3665347
tamil-nadu,2020,4,vellore district,319993,6500445,10.9094334,78.3665347
